fold_id,model_type,n_train_windows,n_val_windows,n_test_windows,accuracy,macro_f1,val_accuracy,val_macro_f1,train_seconds,inference_ms,fold_seed
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,random_forest,52527,0,1139,0.5399473222124671,0.4905056460237049,,,7.9457688331604,0.012739171471064,1384197063
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,random_forest,52529,0,1137,0.7458223394898856,0.7108797532491944,,,7.877647876739502,0.0125611153420588,302231117
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,random_forest,52528,0,1138,0.8506151142355008,0.8506987817000184,,,7.694652080535889,0.0102662453542484,592582504
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,random_forest,49377,0,4289,0.5148053159244579,0.4006755032720145,,,7.167073011398315,0.0035315856257639,163217508
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,random_forest,52525,0,1141,0.9237510955302366,0.9209229406712872,,,7.3835132122039795,0.0105042085639224,1557352538
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,random_forest,52526,0,1140,0.8868421052631579,0.883251762363308,,,7.331577301025391,0.0102254382350988,2029404707
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,random_forest,52527,0,1139,0.8419666374012291,0.8553061490141834,,,7.765676975250244,0.0100950068606945,1813039451
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,random_forest,52525,0,1141,0.838737949167397,0.8129479977555203,,,7.840085983276367,0.0102095808719564,1714009980
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,random_forest,52528,0,1138,0.9499121265377856,0.9487732851261584,,,7.642342805862427,0.0110510573026794,1514981281
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,random_forest,52527,0,1139,0.3977172958735733,0.167541950331663,,,7.9847412109375,0.0115410082166502,106156085
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,random_forest,47380,0,6286,0.9774101177219218,0.9763057559402196,,,6.622462034225464,0.0019311298051155,724582474
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,random_forest,52527,0,1139,0.9385425812115892,0.941137123658959,,,7.350686073303223,0.0108215660249276,1162649570
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,random_forest,52527,0,1139,0.9078138718173836,0.9054576988726636,,,7.602025985717773,0.0123152929612478,1352518825
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,random_forest,52525,0,1141,0.9842243645924628,0.9843827722873306,,,7.507934808731079,0.0123785421787699,330072363
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,random_forest,52528,0,1138,0.9499121265377856,0.9474066990934747,,,7.737571954727173,0.0112389847767164,784533895
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,random_forest,52526,0,1140,0.8728070175438597,0.8752473400460388,,,7.860379934310913,0.0104052978649474,568904898
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,random_forest,49382,0,4284,0.299719887955182,0.224870645379501,,,7.056457042694092,0.0027343561224131,40084397
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,random_forest,52527,0,1139,0.8955223880597015,0.8737393682277237,,,7.739986896514893,0.0101534078998247,1062069223
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,random_forest,52526,0,1140,0.9719298245614036,0.9706703789562252,,,7.745467901229858,0.0145868251198216,106749707
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,random_forest,52526,0,1140,0.7350877192982456,0.6135001158757655,,,7.915051698684692,0.0101658335903234,261494493
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,random_forest,52526,0,1140,0.9421052631578948,0.9388605088603328,,,7.499143838882446,0.010269566586143,1516383152
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,random_forest,52526,0,1140,0.9289473684210526,0.9318008999746724,,,7.458904027938843,0.0128817140010365,336935411
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,random_forest,52527,0,1139,0.942054433713784,0.9377158938809392,,,7.629801988601685,0.0145866538057,741584868
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,random_forest,52964,0,702,0.96011396011396,0.7357000687583686,,,7.401442766189575,0.0236394398572438,2036987488
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,random_forest,52961,0,705,0.8921985815602836,0.707862515874825,,,7.848601818084717,0.0200494806817237,1275328295
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,random_forest,52968,0,698,0.7965616045845272,0.5154246611512058,,,7.436791896820068,0.0164843561997727,935499070
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,random_forest,52968,0,698,0.9426934097421203,0.725575675515498,,,7.570190191268921,0.0178233258703718,862115100
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,random_forest,52970,0,696,0.9238505747126436,0.7259492569838029,,,7.452481031417847,0.0165211058211052,2085155659
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,random_forest,52968,0,698,0.9269340974212036,0.4300898577252683,,,7.5073699951171875,0.0237718352615662,2003239848
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,random_forest,52735,0,931,0.9129967776584318,0.662132422217061,,,7.610728025436401,0.0163233497857279,120318314
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,random_forest,52561,0,1105,0.2461538461538461,0.1663536776212832,,,8.400312900543213,0.0107430764452904,509713098
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,random_forest,52963,0,703,0.9886201991465148,0.7456331877729258,,,7.739025831222534,0.0169406066069731,18191789
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,random_forest,52959,0,707,0.9971711456859972,0.9971690288145986,,,7.480656862258911,0.0166943589228046,1620933269
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,random_forest,51681,0,1985,0.9360201511335012,0.9244499501749422,,,7.608260869979858,0.0084599559793544,120731295
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,random_forest,51616,0,2050,0.6697560975609756,0.712789267990887,,,7.777754306793213,0.0056394716588462,710952537
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,random_forest,51605,0,2061,0.7394468704512372,0.580373987768721,,,7.64225697517395,0.0072507705577422,2082828256
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,random_forest,12257,0,3636,0.2651265126512651,0.336380763484739,,,1.050589084625244,0.0045881150710438,1353497845
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,random_forest,14755,0,1138,0.7135325131810193,0.6427537087606272,,,1.2883563041687012,0.0127178922897902,681291567
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,random_forest,11612,0,4281,0.8348516701705209,0.8071143386836344,,,1.008957862854004,0.0038733412188588,2070277449
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,random_forest,14754,0,1139,0.7998244073748902,0.7758762685219261,,,1.234447002410889,0.011011631055502,883180425
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,random_forest,14752,0,1141,0.8939526730937774,0.8724044385435141,,,1.2780165672302246,0.0104181187702416,1872229164
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,random_forest,14754,0,1139,0.8683055311676909,0.8476761661674689,,,1.2422070503234863,0.014661800662502,1653872718
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,random_forest,14753,0,1140,0.8991228070175439,0.8856733290562206,,,1.2724599838256836,0.0106466443915116,991472224
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,random_forest,14754,0,1139,0.8999122036874452,0.8851971923300924,,,1.3040173053741455,0.014643589585784,756201938
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,random_forest,14753,0,1140,0.8780701754385964,0.8584128812083022,,,1.2760648727416992,0.01011940470913,1658407602
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,random_forest,6528,0,2931,0.3493688161037189,0.2037345144080016,,,0.4806158542633056,0.0053353376333236,1664569117
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,random_forest,7931,0,1528,0.3540575916230366,0.1743193169002738,,,0.6010589599609375,0.0107820433471839,189307765
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,random_forest,5957,0,3502,0.1699029126213592,0.1389500440077302,,,0.4463112354278564,0.0040633960290339,1592107750
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,random_forest,7961,0,1498,0.0433911882510013,0.0415866922584772,,,0.5719048976898193,0.0111442382568033,513715942
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,random_forest,5513,0,2054,0.8354430379746836,0.6905555222497914,,,0.4478158950805664,0.0057360910046065,481952076
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,random_forest,5514,0,2053,0.7998051631758403,0.6472764127695025,,,0.4708197116851806,0.0081529166718198,1909484793
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,random_forest,6144,0,1423,0.6690091356289529,0.5130662826178023,,,0.504770040512085,0.0117399788036869,111028224
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,random_forest,5530,0,2037,0.7977417771232205,0.6550244815057917,,,0.5113191604614258,0.0077570895090604,495542746
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,random_forest,7914,0,4282,0.6370854740775339,0.644544973715635,,,0.5992817878723145,0.0027351878280675,1339994751
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,random_forest,11057,0,1139,0.926251097453907,0.9188510959037424,,,0.962677001953125,0.0144028684567526,482380746
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,random_forest,11056,0,1140,0.9350877192982456,0.9364678240405412,,,0.9799611568450928,0.01052178834614,98856992
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,random_forest,11057,0,1139,0.7445127304653204,0.7480928529097669,,,0.9371328353881836,0.0132878063225348,354149627
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,random_forest,11057,0,1139,0.8814749780509219,0.8790101209970956,,,0.9707720279693604,0.0103292389853781,814465027
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,random_forest,11057,0,1139,0.7734855136084284,0.7539949141574138,,,0.9185140132904052,0.0101192882963185,2117296745
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,random_forest,9978,0,2218,0.8119927862939585,0.6654400246284301,,,0.9392588138580322,0.0074382726946212,1934515576
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,random_forest,11304,0,1140,0.6956140350877194,0.6360783977946121,,,1.003398895263672,0.0130569725705866,187853386
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,random_forest,10259,0,2185,0.8723112128146453,0.7132655258733126,,,1.0251741409301758,0.0056287516718325,2129183758
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,random_forest,11301,0,1143,0.8731408573928259,0.8707897687070779,,,1.0021719932556152,0.0104979267270546,1989100195
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,random_forest,11306,0,1138,0.9253075571177504,0.9255081304008344,,,1.057260036468506,0.0099639272438411,998536359
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,random_forest,11304,0,1140,0.9192982456140352,0.9206680918275882,,,0.9944009780883788,0.0143184996487801,1523456641
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,random_forest,11303,0,1141,0.894829097283085,0.8976168754084668,,,1.03545880317688,0.0145932648079526,1544278384
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,random_forest,11305,0,1139,0.8902546093064091,0.8930888805335587,,,1.025735855102539,0.0102905142820122,525802200
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,random_forest,11305,0,1139,0.9069359086918348,0.9091444555994902,,,1.0341157913208008,0.0103338440852378,722619369
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,random_forest,11304,0,1140,0.8947368421052632,0.8987164118461882,,,0.9684619903564452,0.010312230963456,2097359386
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,random_forest,11305,0,1139,0.9183494293239683,0.9223992245435342,,,1.0602219104766846,0.013935032175548,199872833
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,random_forest,2442,0,3080,0.6831168831168831,0.554051540887383,,,0.2058749198913574,0.0038542530753395,2027048680
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,random_forest,3080,0,2442,0.5106470106470107,0.4320399614394726,,,0.2530648708343506,0.0058087435635653,180670237
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,catboost,52524,0,1142,0.861646234676007,0.8389196481268093,,,24.2725510597229,0.0023818892898158,637810876
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,catboost,52527,0,1139,0.9350307287093942,0.9342035774635044,,,24.596359968185425,0.0021026467314093,1276034079
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,catboost,52527,0,1139,0.659350307287094,0.6588977911598389,,,23.992048025131226,0.0019464919816202,956665220
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,catboost,52529,0,1137,0.7950747581354441,0.7624701796328522,,,24.026331901550293,0.0022797597115146,741154304
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,catboost,52528,0,1138,0.8409490333919156,0.8408638431786375,,,23.951099157333378,0.0021204169060517,1940751647
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,catboost,49377,0,4289,0.4914898577757053,0.3642971536876621,,,23.032230854034424,0.0013877640072908,123161559
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,catboost,52525,0,1141,0.9106047326906224,0.9093556725099616,,,24.102352142333984,0.0024004843441882,1003353401
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,catboost,52526,0,1140,0.8789473684210526,0.874772073773982,,,24.21452021598816,0.0024184846041495,2068751633
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,catboost,52527,0,1139,0.7304653204565408,0.7583254001408629,,,23.906208753585815,0.0023054804479583,181658902
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,catboost,52525,0,1141,0.8965819456617002,0.8910532951435843,,,23.794270038604736,0.0020542445671756,1668143979
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,catboost,52528,0,1138,0.9463971880492092,0.9443262939566824,,,23.8619921207428,0.0021275401324924,1073305530
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,catboost,52527,0,1139,0.3968393327480246,0.1422278162366268,,,23.621251821517944,0.0024687521702579,1455583524
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,catboost,47380,0,6286,0.9766146993318484,0.9745098728832756,,,22.913641929626465,0.0014996930667635,406226322
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,catboost,52527,0,1139,0.935908691834943,0.9372835045863686,,,24.408684730529785,0.0020965763725032,1902467469
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,catboost,52527,0,1139,0.9078138718173836,0.9045136861006776,,,23.418709993362427,0.0024247943988696,509754290
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,catboost,52525,0,1141,0.978965819456617,0.9792044092913936,,,23.352174758911133,0.00204463259992,361521521
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,catboost,52528,0,1138,0.9437609841827768,0.9414350625955328,,,23.267724990844727,0.0020701353076472,1148149405
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,catboost,52526,0,1140,0.8763157894736842,0.8774850864086765,,,23.45820188522339,0.0023465407522101,1893293184
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,catboost,49382,0,4284,0.3015873015873015,0.2210709207267418,,,23.032315969467163,0.0014730862208775,112926655
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,catboost,52527,0,1139,0.8884986830553117,0.8669493482209,,,23.23298192024231,0.0020069862479594,1821974060
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,catboost,52526,0,1140,0.9614035087719298,0.9589567751662784,,,23.299603939056396,0.0020299041480348,690256115
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,catboost,52526,0,1140,0.7701754385964912,0.6435796884777171,,,23.094521045684814,0.0020420342160944,555601267
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,catboost,52526,0,1140,0.9359649122807018,0.9317202255869592,,,23.175787925720215,0.0021307091963918,1715038296
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,catboost,52526,0,1140,0.9210526315789472,0.9235015936766612,,,23.426037073135376,0.0023264633981805,1730033263
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,catboost,52527,0,1139,0.932396839332748,0.9254875363146252,,,23.16973900794983,0.0023362508879302,1491946893
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,catboost,52964,0,702,0.9643874643874644,0.7368762779352154,,,23.187199115753177,0.0030498558979088,1778048650
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,catboost,52961,0,705,0.8865248226950354,0.7029180925457521,,,23.42326807975769,0.0029222339603072,274792087
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,catboost,52968,0,698,0.7936962750716332,0.4941725289441119,,,23.240589141845703,0.0030270278624613,1863833129
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,catboost,52968,0,698,0.9398280802292264,0.7233469302087896,,,23.39146327972412,0.0025802492070676,1466278996
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,catboost,52970,0,696,0.9238505747126436,0.7251729754271907,,,23.120157957077023,0.0027945671958484,1914318836
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,catboost,52968,0,698,0.9240687679083096,0.4287124114710321,,,23.411773920059204,0.0030413739660749,1379945676
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,catboost,52735,0,931,0.9172932330827068,0.8855051539468825,,,23.47488689422607,0.0028366945227798,301285787
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,catboost,52561,0,1105,0.2479638009049773,0.1656893282773564,,,23.25906014442444,0.0020950628082137,756882318
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,catboost,52963,0,703,0.9900426742532006,0.7461873638344226,,,23.358684062957764,0.0026951812917782,1260979039
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,catboost,52959,0,707,1.0,1.0,,,23.61055302619934,0.0026607108756878,1457737200
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,catboost,51681,0,1985,0.9340050377833752,0.9222087968262648,,,23.026198148727417,0.0019868615292181,1800876447
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,catboost,51616,0,2050,0.8917073170731707,0.876028122073009,,,22.935271978378296,0.0020156255582483,1333384252
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,catboost,51605,0,2061,0.4667637069383794,0.4648580393921494,,,23.160293102264404,0.0017791740643289,1745224157
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,catboost,12257,0,3636,0.2590759075907591,0.3377310070918693,,,15.31355595588684,0.0017030273202491,306025387
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,catboost,14755,0,1138,0.6344463971880492,0.6445788571938109,,,15.941555976867676,0.0022593198216443,260810316
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,catboost,11612,0,4281,0.8135949544498949,0.7751671397251856,,,15.330113887786863,0.0015751442823474,758077814
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,catboost,14754,0,1139,0.800702370500439,0.7639132499894901,,,15.909976959228516,0.002052409278394,737579353
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,catboost,14752,0,1141,0.873794916739702,0.8455657904815189,,,15.852691888809204,0.0023706036633718,1342309398
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,catboost,14754,0,1139,0.8577699736611062,0.8346633744294361,,,15.88818383216858,0.0020210108702595,1654535042
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,catboost,14753,0,1140,0.9043859649122808,0.8929592619954323,,,15.943830013275146,0.0023800030089261,1539605155
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,catboost,14754,0,1139,0.8858647936786654,0.8686541512501393,,,16.061433792114258,0.0024369351166816,1782167127
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,catboost,14753,0,1140,0.8912280701754386,0.8732725434170567,,,15.885382175445557,0.0019684172513192,1843336557
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,catboost,6528,0,2931,0.2729443875810303,0.1730682490605331,,,13.772136926651,0.0016990272472515,917498785
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,catboost,7931,0,1528,0.3370418848167539,0.1276735333654001,,,14.70052719116211,0.0020313949485099,1088253493
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,catboost,5957,0,3502,0.3052541404911479,0.186158601123813,,,13.736273050308228,0.0014717683732203,1516252896
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,catboost,7961,0,1498,0.0761014686248331,0.0707196029776675,,,14.14160704612732,0.0021268274182471,1389564037
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,catboost,5513,0,2054,0.8208373904576436,0.6739714595787607,,,13.436546087265016,0.001816461706115,317224121
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,catboost,5514,0,2053,0.7803214807598636,0.6095794366077631,,,13.637273788452148,0.0018913224448358,1492864667
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,catboost,6144,0,1423,0.6809557273366128,0.5250538821534984,,,13.722423791885376,0.0021539769873012,869579461
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,catboost,5530,0,2037,0.7952871870397643,0.6312940762740422,,,13.479335069656372,0.0020427685130385,1931380664
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,catboost,7914,0,4282,0.7281644091546007,0.7033066047177756,,,13.926265716552734,0.0014869702413559,1504392062
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,catboost,11057,0,1139,0.9060579455662864,0.8954434648757146,,,14.63661789894104,0.0022661277764297,1748595800
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,catboost,11056,0,1140,0.9464912280701754,0.947869661665056,,,14.978867053985596,0.002288818359375,459199728
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,catboost,11057,0,1139,0.7374890254609306,0.7102988770962143,,,15.32123589515686,0.0024388190211697,1590582140
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,catboost,11057,0,1139,0.9174714661984196,0.9121447319647134,,,14.727516889572144,0.002320342361142,1150511327
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,catboost,11057,0,1139,0.8033362598770851,0.7901163225122941,,,14.685691118240356,0.0023653467461349,1623106287
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,catboost,9978,0,2218,0.8110910730387737,0.6674269432055792,,,14.436036825180054,0.0018763907650121,1696736618
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,catboost,11304,0,1140,0.7175438596491228,0.6652064128130677,,,15.42955207824707,0.0022622576931066,1964263103
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,catboost,10259,0,2185,0.8677345537757437,0.694751905143966,,,15.057078838348389,0.001783065446727,936354162
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,catboost,11301,0,1143,0.8775153105861767,0.8767562283478333,,,15.254289865493774,0.0022763446664351,1802693611
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,catboost,11306,0,1138,0.9191564147627416,0.918038431203181,,,15.41436505317688,0.002255758208424,2106675237
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,catboost,11304,0,1140,0.9087719298245616,0.9082515979165764,,,15.445027112960815,0.0021455580728095,939203229
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,catboost,11303,0,1141,0.8965819456617002,0.899021873304258,,,15.336840867996216,0.0020366922791436,1359401209
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,catboost,11305,0,1139,0.8937664618086041,0.8967821277346959,,,15.224574089050291,0.0020193362884923,1589431723
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,catboost,11305,0,1139,0.8955223880597015,0.89591920804355,,,15.17144775390625,0.0023906747953634,879048275
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,catboost,11304,0,1140,0.9017543859649124,0.9061573097434202,,,15.31432604789734,0.0023457041957922,1420245134
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,catboost,11305,0,1139,0.9157155399473222,0.9211015495941968,,,15.196285247802734,0.0021482790845648,1370311712
